,camera,fname,a0,a1,a2,s0,s1,s2
27,HTC-1-M7,(HTC-1-M7)123.jpg,106.15235770089286,99.84293937969925,87.8035352052005,74.28245619775511,63.818921615049675,52.00981550861592
28,HTC-1-M7,(HTC-1-M7)124.jpg,90.84829309602131,92.62042679942043,89.45308241306391,89.01424696774257,89.74202938610212,90.56242993579968
29,HTC-1-M7,(HTC-1-M7)125.jpg,85.450742089599,90.30686359453321,88.12159451362783,86.32573095157659,87.88373768033344,89.75877657725451
30,HTC-1-M7,(HTC-1-M7)126.jpg,94.29024122807017,93.58420073621554,92.10922961701128,59.481361286904885,66.26723542200688,81.04344243904349
31,HTC-1-M7,(HTC-1-M7)127.jpg,115.58282180059524,119.18465744439223,108.9278594435307,66.1859683149562,64.26320003850822,69.43381329693774
32,HTC-1-M7,(HTC-1-M7)128.jpg,134.14769320762844,131.9849296091792,126.23305211270363,59.941431957417855,57.802137529896584,55.658260626972634
33,HTC-1-M7,(HTC-1-M7)129.jpg,106.33112786849938,113.22673578477443,105.94527798989661,68.87508410797308,63.69031341992292,63.982243844389366
34,HTC-1-M7,(HTC-1-M7)13.jpg,107.13885446036967,105.03319309014724,100.04406719924812,62.851663330537136,64.22291383215764,65.82465623642489
35,HTC-1-M7,(HTC-1-M7)130.jpg,121.86434102835213,133.98830180921053,143.8934761219455,45.606660283188624,39.01225043311953,40.61347306858038
36,HTC-1-M7,(HTC-1-M7)131.jpg,101.30002985980576,106.27334938909775,104.55363530897556,62.28988063810867,63.70652927430269,67.7316329229287
37,HTC-1-M7,(HTC-1-M7)132.jpg,108.24322720864662,83.69705440358709,84.9647536810777,57.06312937791171,59.983473368904036,62.51079172230442
38,HTC-1-M7,(HTC-1-M7)133.jpg,113.6963752153822,112.61623320997808,106.45205029174498,59.0441794892487,64.63110201345212,67.20860915647474
39,HTC-1-M7,(HTC-1-M7)134.jpg,117.22179129464286,107.61532175164474,101.69083303963032,44.74696772227604,55.71071029489459,58.96576531224231
40,HTC-1-M7,(HTC-1-M7)135.jpg,97.86795039356203,103.50300433701442,97.3047185835683,70.9374093568976,76.52415931573454,85.62474763546956
41,HTC-1-M7,(HTC-1-M7)136.jpg,126.81883517387217,120.58187632166353,100.77642299107143,55.325896364497325,54.73620635399851,62.644586018048
42,HTC-1-M7,(HTC-1-M7)137.jpg,80.81901800399436,87.17442899240288,86.10148099741541,64.84543870669246,65.5711201715409,67.75095397576366
43,HTC-1-M7,(HTC-1-M7)138.jpg,78.17974526159148,86.73931532933898,88.72376081806078,86.00181670723036,92.13764838366667,98.87459106069629
44,HTC-1-M7,(HTC-1-M7)139.jpg,85.74383395010965,94.91850598175125,95.73039361098057,72.15199226732328,81.09660070989895,88.76092079010287
45,HTC-1-M7,(HTC-1-M7)14.jpg,112.1671833392074,119.15542518405388,123.08061853853384,46.42292394228649,56.79525767039251,68.74992218685227
46,HTC-1-M7,(HTC-1-M7)140.jpg,107.32759731359648,119.72517083724938,98.37213566141918,66.80027828418754,63.8138149861594,73.48118110592162
47,HTC-1-M7,(HTC-1-M7)141.jpg,99.5029451069079,108.4307499706297,114.30999446859336,57.211641628204276,59.449363866648106,63.967783221444144
48,HTC-1-M7,(HTC-1-M7)142.jpg,86.89604847078634,93.96421424655388,94.54165565280388,67.35614915417499,73.08863018791696,73.23933333418128
49,HTC-1-M7,(HTC-1-M7)143.jpg,102.52147899044486,108.5106095316416,98.77478437304198,68.97644928056881,69.4473796638877,68.91209188170772
50,HTC-1-M7,(HTC-1-M7)144.jpg,86.48347773731203,90.51213850054825,88.84547403665414,91.18482333341424,94.711055964569,96.39330313761216
51,HTC-1-M7,(HTC-1-M7)145.jpg,94.83061829378133,101.7919060346178,101.75725960408835,66.86342395557119,67.22456502966787,68.55924323763283
52,HTC-1-M7,(HTC-1-M7)146.jpg,95.60340010181704,100.92588796209273,101.80100960408835,78.09381946817895,79.49142356747069,81.17218325461623
53,HTC-1-M7,(HTC-1-M7)147.jpg,86.25621157385652,91.9746250391604,92.58758468436717,66.5390087880771,70.01529920450098,75.14695834094867
54,HTC-1-M7,(HTC-1-M7)148.jpg,77.71387134829261,86.16126962915101,90.77292914904449,66.66419287801659,75.18913569065688,86.20408593272043
55,HTC-1-M7,(HTC-1-M7)149.jpg,96.72073714559838,99.75647664082081,97.20499809093045,64.67018030846938,67.01024797104716,67.9465836152909
56,HTC-1-M7,(HTC-1-M7)15.jpg,137.88632176143483,136.76712582236843,131.94531690554513,54.203004940959055,58.948433121527096,63.60331712001318
57,HTC-1-M7,(HTC-1-M7)150.jpg,129.34556043428884,132.52267705396304,129.23082559915414,51.676168086832696,54.96155537145574,52.7613394172133
58,HTC-1-M7,(HTC-1-M7)151.jpg,87.89065412554825,91.35646220042294,87.97362571467731,86.54665797238651,86.81507361875774,86.56713646580147
59,HTC-1-M7,(HTC-1-M7)152.jpg,79.13626081806078,96.12732294603697,103.38303179824561,69.1205773367885,77.80059669017005,88.84497114380636
60,HTC-1-M7,(HTC-1-M7)153.jpg,110.42173647008146,111.12653092692669,112.71782777255639,74.79348748967789,71.3200082421226,66.85887766110338
61,HTC-1-M7,(HTC-1-M7)154.jpg,100.04263564183897,105.89428772125626,103.139863085448,44.78933015753924,45.68369055812516,46.11737352522054
62,HTC-1-M7,(HTC-1-M7)155.jpg,84.72137643914473,87.50734086192043,84.02474912868108,81.0282642989395,82.64642828966409,84.36284423830196
63,HTC-1-M7,(HTC-1-M7)156.jpg,131.7815319548872,124.48583005364975,123.75730170151942,44.20477205986455,35.84350745608095,34.4633699055418
64,HTC-1-M7,(HTC-1-M7)157.jpg,81.57817297149123,85.2493908110119,81.66402505286653,96.11441539698646,96.71851800311033,97.89683850185746
65,HTC-1-M7,(HTC-1-M7)158.jpg,86.84878749608396,97.43936476934523,98.83665535910087,66.34492270658087,76.99565824175656,88.28949869822627
66,HTC-1-M7,(HTC-1-M7)159.jpg,96.26507308309837,101.6382775787124,100.74824953007519,60.37060292997065,65.5227162743069,73.37976886717749
67,HTC-1-M7,(HTC-1-M7)16.jpg,112.43342756304824,118.52774514411027,121.95790379268483,53.09638017779125,65.17974640051239,75.89655436285788
68,HTC-1-M7,(HTC-1-M7)160.jpg,122.81603251292293,127.99982598096804,116.96168644266918,64.01904854811994,61.07549495003017,69.98330312972928
69,HTC-1-M7,(HTC-1-M7)161.jpg,105.91873115405701,115.00119023143797,111.35758757244675,68.87841249936524,77.44758070900828,80.25921629733992
70,HTC-1-M7,(HTC-1-M7)162.jpg,125.5657422364505,125.64536316376879,121.12338952850877,64.73616136958107,64.90204312038304,67.51214130181548
71,HTC-1-M7,(HTC-1-M7)163.jpg,85.66597156954887,96.81086701127819,100.3808750391604,64.43963647659871,77.01199208694635,92.22594007887108
72,HTC-1-M7,(HTC-1-M7)164.jpg,91.3593671679198,96.25575902647243,91.57462822094298,77.64039826181362,81.51065947203658,83.30163081800345
73,HTC-1-M7,(HTC-1-M7)165.jpg,81.0992887492168,92.10842829730576,100.08505051691729,75.2271067973601,85.50948735886794,101.65522561181966
74,HTC-1-M7,(HTC-1-M7)166.jpg,115.40285675125314,123.77586128406955,108.51965778704574,57.68593427433649,54.65455049259737,62.06227942193633
75,HTC-1-M7,(HTC-1-M7)167.jpg,99.81357323973998,110.643906641604,108.73389283756266,66.96532604107364,80.64942846354488,85.23550292621108
76,HTC-1-M7,(HTC-1-M7)168.jpg,146.31168326088658,149.03773618616856,144.46533325501252,65.50150817728606,67.74819949860206,70.05325600161595
77,HTC-1-M7,(HTC-1-M7)169.jpg,116.86483151237469,120.3690233885495,115.83704035479323,81.44895929283358,82.8466318589264,85.67779958695759
78,HTC-1-M7,(HTC-1-M7)17.jpg,120.10564913259712,124.281113672854,125.25606374334274,63.829708612232025,69.58663432014498,77.6732299833858
79,HTC-1-M7,(HTC-1-M7)170.jpg,96.00662642935464,97.46802406406641,85.38219033912907,72.08859878650017,69.8479320873011,73.97636675296707
80,HTC-1-M7,(HTC-1-M7)171.jpg,97.69109516956453,108.4948553023183,85.15797452615915,57.09552603013054,54.5797256679717,62.17483098881351
81,HTC-1-M7,(HTC-1-M7)172.jpg,87.97699155114348,94.06335736802944,85.34007455161341,81.79151399588768,80.70334912095166,84.47273258408053
82,HTC-1-M7,(HTC-1-M7)173.jpg,105.03007371945489,108.43312186716793,99.61868538533835,73.16313144305471,69.34702162111566,71.91280359198961
83,HTC-1-M7,(HTC-1-M7)174.jpg,117.63226670191102,118.61923191768484,110.72455014489348,70.05195768409253,69.10067416450322,71.39739127639095
84,HTC-1-M7,(HTC-1-M7)175.jpg,105.69519355028196,104.76062225877193,104.12042777843045,66.9962785341714,70.68953748351976,70.45831712235491
85,HTC-1-M7,(HTC-1-M7)176.jpg,132.80275126292292,125.45003573386592,122.65524333294172,47.17740984315263,56.43671870381575,55.59405205414308
86,HTC-1-M7,(HTC-1-M7)177.jpg,99.58411654135338,106.68752472000314,102.94918154761905,74.18065917219408,73.51749837412909,75.78489325154324
87,HTC-1-M7,(HTC-1-M7)178.jpg,114.5941450305451,117.4529884281015,114.71200119439223,78.52051570859673,78.4097432361512,78.09365000933425
88,HTC-1-M7,(HTC-1-M7)179.jpg,152.0055850074405,152.07584121436403,147.22480175046994,40.531126889281886,41.7874059017693,41.6850238464187
89,HTC-1-M7,(HTC-1-M7)18.jpg,124.77663323347431,119.07470042293232,105.8670274318609,65.74027907678762,66.03659003001046,66.061762918601
90,HTC-1-M7,(HTC-1-M7)180.jpg,102.59043237977757,105.74836945880325,99.97548583372493,62.85493041301017,62.69368681578223,65.78582740639852
91,HTC-1-M7,(HTC-1-M7)181.jpg,119.04117814066416,125.72138329221491,116.08242897282268,67.49802282408265,65.2087514285884,69.0096376135125
92,HTC-1-M7,(HTC-1-M7)182.jpg,96.32319225798872,104.3757423343515,94.83752569901316,64.62807858398816,58.23440656892437,63.034268904408
93,HTC-1-M7,(HTC-1-M7)183.jpg,108.82573939732143,111.8868433290257,92.07502716752819,66.88338093468963,63.69418561918608,65.71003400001223
94,HTC-1-M7,(HTC-1-M7)184.jpg,95.07409980028196,96.89038171600878,92.33442297149122,74.99072412548747,74.49377054979566,77.2927985414511
95,HTC-1-M7,(HTC-1-M7)185.jpg,127.00182511943922,134.06180661614974,122.29431023848684,66.06919869604329,65.94820279953657,71.88748915637811
96,HTC-1-M7,(HTC-1-M7)186.jpg,105.81361435816103,101.07702190045426,95.88124461544486,66.37755189507978,67.40246017378902,65.79147211527763
97,HTC-1-M7,(HTC-1-M7)187.jpg,114.41840269619361,114.85035709390664,106.34951514528508,58.071221159908205,60.58595629740161,59.752423031689446
98,HTC-1-M7,(HTC-1-M7)188.jpg,128.19145960604638,125.87645211661967,114.41342883576128,63.781248977707286,65.60123532820577,65.74788886499734
99,HTC-1-M7,(HTC-1-M7)189.jpg,107.08780594063283,107.70109673598057,103.35510015272557,53.397895897488986,53.69379365643477,55.810310600168116
100,HTC-1-M7,(HTC-1-M7)19.jpg,112.48393909578634,110.57139993538534,105.47570195018797,65.57506221855343,65.35906265128295,69.51273698548917
101,HTC-1-M7,(HTC-1-M7)190.jpg,99.32104455474624,100.55902916470865,94.81612674263785,64.72048867448457,67.00009256643911,69.86255286303368
102,HTC-1-M7,(HTC-1-M7)191.jpg,112.16198259320176,120.81782312225877,116.95694974741541,74.65518467599121,72.40461838573803,74.97675026792926
103,HTC-1-M7,(HTC-1-M7)192.jpg,110.26543727482769,108.09985706453634,97.30932262296366,48.82443268326509,49.13084946113434,52.915593490822204
104,HTC-1-M7,(HTC-1-M7)193.jpg,104.00476655505952,108.45906563283208,104.89451778861215,66.50710303799309,67.30208907279379,71.66347467137396
105,HTC-1-M7,(HTC-1-M7)194.jpg,94.05555563713972,99.9575743558114,92.44701352991855,68.30224756540628,67.83821803302965,73.62815936371189
106,HTC-1-M7,(HTC-1-M7)195.jpg,107.98246446193609,114.85810497924498,102.54639528508773,59.637362428000024,57.04475841990404,67.5207589840687
107,HTC-1-M7,(HTC-1-M7)196.jpg,89.36477570880326,99.39435674146303,98.3936795112782,65.86625182780453,80.94477050025736,90.71182812814506
108,HTC-1-M7,(HTC-1-M7)197.jpg,83.42653312969925,92.37584953594924,94.04684587445175,74.2083995051408,83.393467474678,94.02003494887704
109,HTC-1-M7,(HTC-1-M7)198.jpg,118.88395500469925,127.8168397066886,124.14072143248747,61.31126949151643,61.70136509453664,64.66193627484479
110,HTC-1-M7,(HTC-1-M7)199.jpg,126.19577997728696,124.1946328222901,119.80793144971804,65.78476110345215,68.9039087267964,70.30619923205599
111,HTC-1-M7,(HTC-1-M7)2.jpg,114.77349673010652,120.2027652138158,97.56029624843359,53.92374699527929,54.085661732202496,64.76360765176216
112,HTC-1-M7,(HTC-1-M7)20.jpg,114.50678967927631,121.1407383204104,124.39569309014725,46.12490085628447,51.520392888329106,69.16638638474893
113,HTC-1-M7,(HTC-1-M7)200.jpg,107.9550431253916,111.85955220081453,107.583203125,71.8219624434991,73.37084690859128,75.05783911750687
114,HTC-1-M7,(HTC-1-M7)201.jpg,68.0265974996084,74.01225549224624,71.89440691572682,99.20518028866854,100.88337385589436,102.28830408504712
115,HTC-1-M7,(HTC-1-M7)202.jpg,103.4457812010495,111.49763055098684,105.91117735745614,83.41511368193015,82.60498119365049,83.81227215033223
116,HTC-1-M7,(HTC-1-M7)203.jpg,119.27320669838659,105.71737693843986,96.41067047501566,70.89622713554488,61.76867600663382,63.36933385575239
117,HTC-1-M7,(HTC-1-M7)204.jpg,109.93300952576755,111.9223708685777,110.53595414317043,74.07406081654284,73.9504696778363,74.3087814973486
118,HTC-1-M7,(HTC-1-M7)205.jpg,123.10359321154449,116.60266706806078,106.47913411458333,56.07426582943941,50.57759176835361,50.80631872821719
119,HTC-1-M7,(HTC-1-M7)206.jpg,112.795097362547,114.41347852052004,109.31911076519424,65.18184196258157,63.52041124498036,67.340842691231
120,HTC-1-M7,(HTC-1-M7)207.jpg,109.83060042684838,111.16198112468672,76.77335306038533,59.68406829417017,49.382305680713934,46.78949403240189
121,HTC-1-M7,(HTC-1-M7)208.jpg,101.95829833372494,100.98796258223685,97.98570547462406,72.38286594303541,74.35240083086916,78.39396641803943
122,HTC-1-M7,(HTC-1-M7)209.jpg,108.2318711818609,110.04332657816416,104.62714892700501,66.69931396987188,65.78353757177561,71.13618261590048
123,HTC-1-M7,(HTC-1-M7)21.jpg,119.135117579104,111.26994635025062,102.29098943648182,59.346203995405766,57.88510458720788,54.10469022348635
124,HTC-1-M7,(HTC-1-M7)210.jpg,121.99630178963032,119.87034994713346,111.26193021616541,64.43813697081863,66.72307805221676,70.8770288914922
125,HTC-1-M7,(HTC-1-M7)211.jpg,90.78067409735276,100.92974134555138,103.65701827811716,61.78730257875273,71.76996216693168,83.45882071367471
126,HTC-1-M7,(HTC-1-M7)212.jpg,156.25542077850878,160.8494688870614,163.2403009476817,26.00024578655629,27.225163233688527,29.09804856760666
127,HTC-1-M7,(HTC-1-M7)213.jpg,97.8689139841792,104.35463194118108,89.3577226758302,51.31636737592323,52.93796705216141,58.10659681982447
128,HTC-1-M7,(HTC-1-M7)214.jpg,105.4907187402099,110.84285371632205,103.28997322407581,62.99677962747104,62.93555067304833,67.11515019588619
129,HTC-1-M7,(HTC-1-M7)215.jpg,109.95163935228696,111.66725652020676,107.05863364465853,55.264126160265796,59.480941307085644,60.49639913957844
130,HTC-1-M7,(HTC-1-M7)216.jpg,48.67799038612156,41.93673710643797,42.786873923088976,33.207736146945564,31.06763534389448,35.81936741859483
131,HTC-1-M7,(HTC-1-M7)217.jpg,50.76981173637218,44.031950726425436,40.2579023241698,35.353829209424354,42.19504569706437,44.48094392923575
132,HTC-1-M7,(HTC-1-M7)218.jpg,15.306299929511278,13.281009163533835,12.833154419251253,12.183466086635464,10.012950833903641,9.098007231066724
133,HTC-1-M7,(HTC-1-M7)219.jpg,97.35522913729636,80.96092452811716,65.47115273535401,47.780731261914696,44.624129430794056,25.248702283895437
134,HTC-1-M7,(HTC-1-M7)22.jpg,110.5498046875,112.38692776864035,111.95869801456767,59.61096488439404,66.46242122364026,71.65667163705507
135,HTC-1-M7,(HTC-1-M7)220.jpg,85.35648300438596,68.18390605419799,50.440714089912284,56.532111836311174,50.08631053909177,27.432424937176833
136,HTC-1-M7,(HTC-1-M7)221.jpg,83.66457109570803,68.3471797168703,64.9237813772713,56.26575489194093,49.618064422873616,40.93843263373325
137,HTC-1-M7,(HTC-1-M7)222.jpg,100.25527490601503,84.52930005678259,79.93443496436403,61.88596868344551,58.07263486928755,50.414943459604096
138,HTC-1-M7,(HTC-1-M7)223.jpg,80.6897541705827,69.94740782620615,64.07562583215852,49.20647789154098,46.3290711810314,49.6298292719021
139,HTC-1-M7,(HTC-1-M7)224.jpg,85.72634246749686,73.91794231672932,72.85726156210839,54.5127449571115,52.31107952649465,47.974831208622184
140,HTC-1-M7,(HTC-1-M7)225.jpg,103.09841204573935,88.508320116698,79.7930703222901,43.98068305061735,42.59361492704677,41.254053956067864
141,HTC-1-M7,(HTC-1-M7)226.jpg,119.0778317864975,101.1585470022713,88.50792386239036,34.23029978022387,31.945927128524044,25.16988722592636
142,HTC-1-M7,(HTC-1-M7)227.jpg,80.71583744517544,66.67737679158834,56.88928963032581,45.60540808705196,43.491821705830944,36.94779853073489
143,HTC-1-M7,(HTC-1-M7)228.jpg,144.33208827733395,120.21842423441416,134.42297834429826,37.5025736267888,45.58482251090045,29.226533681975965
144,HTC-1-M7,(HTC-1-M7)229.jpg,140.41500577615915,116.17353295347745,121.47694284539473,30.44722277234236,34.02338385814482,23.261886784846663
145,HTC-1-M7,(HTC-1-M7)23.jpg,104.08963081531955,103.53743611959587,97.44158761160715,70.94467699025391,71.92061213439558,72.49745770837134
146,HTC-1-M7,(HTC-1-M7)230.jpg,136.7789608298089,118.26984844924812,88.07047403665413,62.66921569196949,50.16965133478393,42.30154826359678
147,HTC-1-M7,(HTC-1-M7)231.jpg,130.5933870320332,111.14630717418547,70.32626316768484,71.51269851086161,63.90545121681746,46.28016233664558
148,HTC-1-M7,(HTC-1-M7)232.jpg,120.82575726425439,109.7166754777569,89.89310434288848,75.83038101974688,69.69062670114694,63.27438568799649
149,HTC-1-M7,(HTC-1-M7)233.jpg,127.5409223742951,106.7171679197995,84.85026066141917,63.22387361787358,59.11226849312146,46.73846968437358
150,HTC-1-M7,(HTC-1-M7)234.jpg,112.63759790100251,95.13891124295112,92.68302396616541,68.88350640652703,66.04811914268694,34.88928644495852
151,HTC-1-M7,(HTC-1-M7)235.jpg,132.15455582315164,117.6618790628916,94.86155794760339,48.17202388778702,46.29236913764259,37.54362788382134
152,HTC-1-M7,(HTC-1-M7)236.jpg,121.36230395324247,125.22403738839286,99.24546155427632,51.173032086891276,51.331796166353776,61.9471586998784
153,HTC-1-M7,(HTC-1-M7)237.jpg,114.49509638353696,115.79828820097117,111.83734874295112,73.86783204612811,74.13461362158345,75.99356840080118
154,HTC-1-M7,(HTC-1-M7)238.jpg,125.23812779017857,125.44881955866228,118.58886498472744,69.79677619879888,69.0145774758938,70.24192198307233
155,HTC-1-M7,(HTC-1-M7)239.jpg,116.30721138784462,118.72801265859962,107.42412207276003,61.18560607274261,62.859837067218415,66.27687050095915
156,HTC-1-M7,(HTC-1-M7)24.jpg,109.70478809328007,113.26695939066416,112.81019345238096,59.62909261963533,60.02534230441517,61.557293900051505
157,HTC-1-M7,(HTC-1-M7)240.jpg,115.54657248590226,117.83624368538534,100.01174126723058,59.48702115663966,60.39810197755697,62.402663931293105
158,HTC-1-M7,(HTC-1-M7)241.jpg,106.85056121749686,108.86380746788848,104.89372919603697,76.96309682079016,77.32437195486712,79.23944258927914
159,HTC-1-M7,(HTC-1-M7)242.jpg,108.83286659030388,110.18635382401315,95.61587220003133,70.39287078337355,71.5974303468187,79.46567649907195
160,HTC-1-M7,(HTC-1-M7)243.jpg,170.78249113995926,166.72263079573935,164.01991575618734,24.175455902895198,31.790847952766008,35.79111518151773
161,HTC-1-M7,(HTC-1-M7)244.jpg,112.60377775493421,114.38164258302005,108.2199336231203,80.44238690694476,84.24925597338247,88.67123241520504
162,HTC-1-M7,(HTC-1-M7)245.jpg,120.67340543742168,124.67952302631579,123.58444108317669,77.00173427362265,77.89256816201609,78.43843809555658
163,HTC-1-M7,(HTC-1-M7)246.jpg,106.8738983689693,110.29857235863095,103.43439286693295,73.63254756566445,72.98786800166823,80.23305326675106
164,HTC-1-M7,(HTC-1-M7)247.jpg,130.28848366032267,124.35495207745927,111.38339598997494,83.67812031634408,85.25983415422084,90.2834511021587
165,HTC-1-M7,(HTC-1-M7)248.jpg,109.63409842966792,121.62450829221491,88.91856937265038,54.42051634935594,54.63334067933255,48.274973321694894
166,HTC-1-M7,(HTC-1-M7)249.jpg,112.08096021303258,115.83473209390664,107.0665702341792,67.18338907335325,66.58382100965747,71.2694449094188
167,HTC-1-M7,(HTC-1-M7)25.jpg,81.16186609100878,88.56739921091793,90.14211627702068,75.77528435311913,80.86578183017535,88.74939634968331
168,HTC-1-M7,(HTC-1-M7)250.jpg,102.39518694196428,112.39491722470238,93.56348708685778,74.899120711087,73.70333488342109,76.70802081827601
169,HTC-1-M7,(HTC-1-M7)251.jpg,93.01058138510338,103.37945033482143,90.83410724075814,72.66443391726138,70.2900914877475,72.58539480730009
170,HTC-1-M7,(HTC-1-M7)252.jpg,102.3587736430921,106.3267228128916,103.67479905819235,87.61552450015301,89.65740665227379,93.1804991269317
171,HTC-1-M7,(HTC-1-M7)253.jpg,128.80762648809525,131.75664086975252,112.80427949757205,65.30495152196049,63.87953563516233,70.23694772636136
172,HTC-1-M7,(HTC-1-M7)254.jpg,132.28322392896303,128.90177665844297,122.903984081297,55.79983663430054,58.44395089972172,62.350304712292754
173,HTC-1-M7,(HTC-1-M7)255.jpg,168.35603853383458,169.86476420543548,167.12314648927006,26.59748076745334,28.001713467205814,27.065558228351943
174,HTC-1-M7,(HTC-1-M7)256.jpg,127.31778983591792,109.04312147556391,94.18777461231203,55.58056322929739,58.685258273799555,59.49516276358363
175,HTC-1-M7,(HTC-1-M7)257.jpg,125.46466654918547,127.26424484061717,127.5868827341792,57.49256797190962,61.4777065703702,67.10991225246245
176,HTC-1-M7,(HTC-1-M7)258.jpg,115.51288964598997,116.43024798323935,114.12441724428258,75.89464479969669,79.70468044097528,81.73676125576266
177,HTC-1-M7,(HTC-1-M7)259.jpg,120.13482363134399,123.05479445684524,123.41388848096804,66.70739287742973,67.80703839073946,68.0436596524277
178,HTC-1-M7,(HTC-1-M7)26.jpg,75.2806525591322,87.06881461466165,95.26027691298559,64.41546812928799,82.38161346583614,101.43102138999201
179,HTC-1-M7,(HTC-1-M7)260.jpg,99.62048945606203,108.03378881774749,90.63861215538847,71.98538909785218,68.38464099109292,76.35657232584352
180,HTC-1-M7,(HTC-1-M7)261.jpg,127.3737223919173,130.01399690632832,127.24821771224937,72.7994212621276,72.22129342502814,74.34782143116166
181,HTC-1-M7,(HTC-1-M7)262.jpg,102.41160518483709,105.95711593436717,90.04626287398183,64.7144970356589,59.98822439309483,66.42714048238629
182,HTC-1-M7,(HTC-1-M7)263.jpg,136.52567723018484,140.8703905760495,137.8516369047619,71.76319522126558,69.72055829879731,71.199985898288
183,HTC-1-M7,(HTC-1-M7)264.jpg,120.73426045582707,115.42034260455827,111.471796679198,47.12516589599867,54.70744677991103,55.65001276863548
184,HTC-1-M7,(HTC-1-M7)265.jpg,136.37564369909148,137.08159436677633,130.87433353892544,68.51033231749335,69.57703239069144,73.00406136448568
185,HTC-1-M7,(HTC-1-M7)266.jpg,153.53642749451754,150.03764538298873,148.2416172266604,55.19567831286138,57.820852686426555,58.07494556122233
